"Date","open","high","low","close","volume","adj.","EMA3","EMA5","EMA10","WPR","RSI.5","RSI.10","macd","MACD.12.26.EMA","fastK","fastD","stoch.3","fastK.1","fastD.1","stoch.def","ROC.3","ROC.5","ROC.10","tr","atr","trueHigh","ATR.5","ATR.10","ATR.15","Vol.ROC.1","Vol.ROC.3","Vol.ROC.5","Vol.ROC.10","Vol.RSI.3","Vol.RSI.5","Vol.RSI.10","Delt.1","sd.month.d1","sd.qrtr.d1","sd.annual.d1","wikicnts","wiki.ROC.1","wiki.ROC.3","wiki.RSI.3","wiki.RSI.5","d.hits","wk.hits","adj.d","adj.d.ROC.1","adj.d.ROC.5","mrtg.d.hits","mrtg.adj.d","mrtg.adj.d.ROC.3","mrtg.adj.d.ROC.5","Resp.1.std","Resp.2.std","Resp.5d.2sd","Resp.10d.2sd"
2015-10-06,33.5,33.52,33.25,33.310001,27867000,28.518597,28.3783571159928,28.2179354433554,28.0316103735816,0.125747904191619,79.2941701573664,72.7537804017365,-0.270957160475749,-0.758436965896726,0.874252095808381,0.816689451790837,0.695382634438187,0.874252095808381,0.816689451790837,0.695382634438187,0.0236947813239787,0.0379365673758705,0.0317195915288035,0.270000000000003,0.482029270409459,33.52,33.25,0.485500203438914,0.500539410358283,-0.000348021394270148,-0.1005746170731,-0.192579643700007,0.0880316763332871,14.7518871932243,32.8737508540243,46.0849918203796,-0.00359612277197641,0.00988927051137167,0.01137728547851,0.0101292687173646,31,0.215111379616946,1.03609193168678,73.6842105263158,50,24,0,120,-0.713766467762682,3.25601537181766,66,114.162162162162,0.465867808528246,0.36050729287042,0,0,0,0
2015-10-07,33.07,33.34,33.009998,33.119999,21010300,28.761753,28.5700550579964,28.3992079622369,28.164363578385,0.239521556886229,85.9509609052433,77.7984697077533,-0.0361203248315123,-0.613973637683683,0.760478443113771,0.866047999391344,0.794573336610179,0.760478443113771,0.866047999391344,0.794573336610179,0.0288090856005647,0.0306489967720722,0.0423811551001281,0.330002,0.451623816327567,33.34,33.009998,0.469950383095023,0.489170249667731,-0.282430399403726,-0.305098289723521,-0.501326236662024,0.288858377893412,1.66088949682092,10.9052435729064,31.7613868701805,0.00849008291973911,0.00984269864379536,0.0113627682188361,0.0101077373885754,24,-0.255933374137201,0.0870113769896297,35,34.7826086956522,25,0,125,0.0408219945202557,3.68887945411394,100,172.972972972973,0.994252273343867,0.761838101840129,0,0,0,0
2015-10-08,33.110001,33.41,32.869999,33.400002,17305200,29.004911,28.7874830289982,28.6011089748246,28.317190382315,0.0718550898203607,90.5217789192651,81.8954944562721,0.216353073938147,-0.447908295359317,0.928144910179639,0.854291816367264,0.845676422516482,0.928144910179639,0.854291816367264,0.845676422516482,0.0133126369172012,0.0406035410131564,0.0535987341367612,0.540000999999997,0.469299253062053,33.41,32.869999,0.47695544478552,0.492558966356549,-0.19400575929588,-0.476784180093876,-0.577010775772706,-0.357470919509996,0.847804772295793,7.07369884266278,26.3520690271263,0.00841867676943854,0.00938831963261623,0.0112883320559749,0.0101192562604601,21,-0.133531392624523,-0.174353387144778,24.1379310344828,29.0909090909091,25,0,125,0,3.41124771751566,71,122.810810810811,0.119545150649783,0.538892943543137,0,0,0,0
2015-10-09,33.419998,33.52,33,33.139999,19351300,28.779119,28.7833010144991,28.6604456498831,28.4011774037122,0.227545508982036,62.2927445717418,67.7136676237053,0.34721973482883,-0.288882689321688,0.772454491017964,0.820359281437125,0.846899699065244,0.772454491017964,0.820359281437125,0.846899699065244,0.0090936886672246,0.0294126913480501,0.0389557102745637,0.520000000000003,0.479439402449643,33.52,33,0.481259900306968,0.494388368599446,0.111752566307725,-0.364683592391881,-0.387351482711676,-0.336929096745457,35.6444817911897,28.0222868078791,33.9452569371436,-0.00781507102195306,0.00881678775021659,0.0112550624548584,0.0101290191640354,26,0.213574100298059,-0.175890666463664,62.7118644067797,49.6774193548387,26,0,130,0.0392207131532807,3.25809653802148,82,141.837837837838,0.217064505237828,0.795801334620029,0,0,0,0
2015-10-12,33.200001,33.310001,33.07,33.299999,14204200,28.918068,28.8506845072496,28.7463197665887,28.4951575121282,0.131737125748505,70.7209943792341,71.434279758491,0.484441036596905,-0.134217944137969,0.868262874251495,0.8562874251497,0.843646174318029,0.868262874251495,0.8562874251497,0.843646174318029,0.00542010637235402,0.0103140665201167,0.0571616969545858,0.240000999999999,0.431551721959715,33.310001,33.07,0.457134010276272,0.477429210692816,-0.309221905159209,-0.391475098147364,-0.67425351894536,-0.927892952861914,12.888348758375,15.1419868296766,25.7748216831174,0.0048165006248685,0.00863979430781751,0.0112504589994454,0.010128571316165,35,1.25276296849537,0.297251523467931,83.1876260928043,72.6887561108093,51,0,12.75,0.466089729924599,-2.28278246569787,49,72.3333333333333,-0.673399353107351,-0.871850291831189,0,0,0,0
2015-10-13,33.189999,33.290001,33.060001,33.220001,22148600,28.848593,28.8496387536248,28.7804108443925,28.5594185099231,0.179640119760479,60.5674803649156,66.7345819393176,0.566494463556722,0.00592453740096904,0.820359880239521,0.820359081836327,0.832335262807717,0.820359880239521,0.820359081836327,0.832335262807717,-0.00540393820940599,0.0115048214797717,0.0494413888556422,0.239998,0.393240977567772,33.299999,33.060001,0.435420409248644,0.461600463313295,0.444236593553587,0.246767254702103,-0.229668903997503,-0.42224854769751,70.6770220913893,58.8900635567201,48.9532088196554,-0.00240536781232121,0.00866117761963152,0.011234695576503,0.0100942672770038,39,0.108213584640233,1.09861228866811,86.6381614110102,76.4231454562506,24,0,6,-0.75377180237638,-3.03655426807425,65,95.952380952381,0.0646431473604858,-0.246793011099403,0,0,0,0
2015-10-14,33.23,33.389999,33.099998,33.27,23682900,28.892019,28.8708288768124,28.8176135629283,28.6198913263007,0.149700598802395,65.2457805476503,68.3265351084969,0.636174780753063,0.131974586071388,0.850299401197605,0.846307385229541,0.840984630738522,0.850299401197605,0.846307385229541,0.840984630738522,0.00391530835498077,0.00451891410246619,0.0351679108745384,0.290001000000004,0.372592982054218,33.389999,33.099998,0.42087846832378,0.450160499092409,0.0669789796576552,0.201993668052033,0.119740475063878,-0.381585761598146,76.6581263211112,64.2320266218713,52.4575988262731,0.00150417554243354,0.00868594908931454,0.0111979868589629,0.0100672316822938,45,0.143100843640673,1.50407739677627,91.7300694674165,81.9700935919963,48,0,12,0.693147180559945,-2.38262780066758,61,90.0476190476191,0.373204245889942,-0.454345787044667,0,0,0,0
2015-10-15,33.330002,33.5,33.200001,33.490002,19170400,29.083071,28.9769499384062,28.9060993752855,28.7041058124278,0.0179628742515007,80.507315774226,74.8089343831938,0.736516884750982,0.252883045807307,0.982037125748499,0.884232135728542,0.850299534264803,0.982037125748499,0.884232135728542,0.850299534264803,0.00568966223668044,0.00269109183959593,0.0432946328527524,0.299999,0.358074185643374,33.5,33.200001,0.408790521491402,0.440149732486248,-0.211385845957427,0.299829727253815,0.102360388402332,-0.474650387370374,34.8477110944703,40.8273222037892,42.0746329368472,0.00659085450656815,0.00856212865883117,0.0111207882677531,0.0100354546515771,37,-0.195744577126095,0.0555698511548108,45.4963084495488,55.741422614548,24,0,6,-0.693147180559945,0.182321556793955,73,107.761904761905,0.398639143037765,0.18071531861324,0,0,0,0
2015-10-16,33.75,33.860001,33.540001,33.830002,33237000,29.378326,29.1776379692031,29.0635082501904,28.8266913010773,0.0149248681965813,90.3403663356248,81.8321918016095,0.888314398299195,0.379969316305684,0.985075131803419,0.939137219583174,0.889892246847086,0.985075131803419,0.939137219583174,0.889892246847086,0.0181959693192737,0.0206071021318208,0.050019793479871,0.369999,0.3604591485147,33.860001,33.490002,0.404911369342262,0.435473016987165,0.550296290430424,0.405889424130653,0.54090411252503,0.153552629813355,85.1939599760378,78.1148708121596,66.9773599970935,0.0101009392702719,0.00845773589997671,0.0110394038723432,0.0100435730854812,35,-0.0555698511548108,-0.108213584640233,36.3386187917704,49.7694849199049,25,0,6.25,0.0408219945202553,-0.246860077931526,70,103.333333333333,0.0741079721537217,0.51082562376599,1,0,0,0
2015-10-19,33.630001,33.689999,33.419998,33.630001,28250800,29.204645,29.1911414846015,29.1105538334602,28.8954101554269,0.136094432968461,62.5147216232677,68.1681605041326,0.948183961465254,0.493612245337598,0.863905567031539,0.943672608194486,0.922347321168734,0.863905567031539,0.943672608194486,0.922347321168734,0.0107623741556901,0.00986118188580232,0.020175248405919,0.410004000000001,0.37036811881176,33.830002,33.419998,0.405420632408036,0.433775082521354,-0.162541937431087,0.176368507041911,0.687584080253153,0.013330561307793,55.0408045567243,58.5106580492969,56.4611639632931,-0.00592941962115015,0.00865336048066873,0.0111082059921821,0.0100628358551545,31,0.389464766761723,-0.121360857004267,57.2926239527476,51.2893190041191,24,0,3.87096774193548,-0.255933374137201,-1.1314021114911,64,112.432432432432,0.0843924318000022,0.22201380967605,0,0,0,0
2015-10-20,33.59,33.849998,33.52,33.75,20014100,29.308851,29.2499962423008,29.1766528889735,28.9705812180765,0.0650892335694061,70.6504510004407,71.640654179822,1.01268440323024,0.597426676916126,0.934910766430594,0.927963821755184,0.936924549844281,0.934910766430594,0.927963821755184,0.936924549844281,0.00773330000029082,0.0158283300492927,0.0273331515290645,0.329997999999996,0.362294095049407,33.849998,33.52,0.397878369167232,0.426856610353264,-0.344684750617329,0.0430696023820083,-0.101337263917763,-0.331006167915266,25.3722467235395,36.0763368141712,42.8709217085578,0.00356178035116927,0.00869545837191108,0.011124903444004,0.0100605369551239,44,0.350202429433115,0.228841572428848,82.3907469198707,72.6996282562727,24,0,3.87096774193548,0,-0.438254930931155,55,96.6216216216216,0.00695050582652357,-0.109121665426231,0,0,0,0
2015-10-21,33.880001,33.939999,33.330002,33.599998,27215000,29.178589,29.2142926211504,29.1772982593157,29.0084008147899,0.194286285714286,50.214957553762,61.4061503921736,1.01530608164357,0.681002557861615,0.805713714285714,0.868176682582616,0.913271037510762,0.805713714285714,0.868176682582616,0.913271037510762,-0.00682200469891114,0.0098697890779289,0.0143887031803951,0.609997,0.411834676039526,33.939999,33.330002,0.419090232250509,0.439065969663046,0.307331266727935,-0.19989542132048,0.139015023152517,0.258755498216395,61.5813294088464,57.4638706737032,54.5582689103442,-0.00445436542893053,0.00847251906336504,0.0110741983478648,0.0100304356121975,47,0.0659579677917974,0.805625163986635,86.1479202780487,76.3048167209926,24,0,3.87096774193548,0,-0.47907692545141,88,154.594594594595,0.866418901833982,0.402846162918537,0,0,0,0
2015-10-22,33.459999,34.16,33.459999,33.959999,33298700,29.491217,29.3527548105752,29.2819378395438,29.0961855757372,0.155039414698123,75.6109865134011,72.8030691285448,1.09163929288638,0.763129904866569,0.844960585301877,0.861861688672728,0.886000731003509,0.844960585301877,0.861861688672728,0.886000731003509,0.00976471823663116,0.013936237885753,0.016627329725349,0.700000999999993,0.469467940831619,34.16,33.459999,0.447181309025457,0.456461638352176,0.201750065299152,0.164396581409758,0.552150934409095,0.654511322811427,78.8889637831253,70.1292346486844,62.4835044483899,0.0106573033143924,0.00858568485236116,0.0110346370161859,0.0100282474418348,45,-0.0434851119397388,0.372675285285173,67.0680740331865,67.4037243871315,25,0,4.03225806451613,0.040821994520255,-0.685115008862681,70,122.972972972973,0.089612158689687,0.248112562643411,1,0,0,0
2015-10-23,34.700001,34.740002,33.619999,33.740002,46231400,29.300173,29.3264639052876,29.2880162263625,29.1332741983304,0.534758500387433,51.5205672909161,59.647309834126,1.08599988495071,0.827703900883396,0.465241499612567,0.705305266400052,0.811781212551799,0.465241499612567,0.705305266400052,0.811781212551799,-0.00029613187427957,-0.00266377114426053,0.0179433309875603,1.120003,0.599574952665295,34.740002,33.619999,0.514463478122911,0.500697729128697,0.328140863722066,0.837222195749153,0.329995507700737,0.870899620225767,92.7586466205289,84.6773418442205,74.182398227568,-0.00649906975974191,0.00840267056135961,0.0110426035776123,0.0100314017469662,37,-0.195744577126095,-0.173271721274037,24.1963866967626,39.651333626023,100,0,16.1290322580645,1.38629436111989,1.17118298150295,56,98.3783783783784,0.0180185055026776,0.414433778090925,0,0,0,0
2015-10-26,33.75,33.759998,33.48,33.66,25419200,29.230696,29.2785799526438,29.2689094842417,29.1509872531794,0.577540249935429,43.8919886839264,55.2126278725609,1.04994059474794,0.872151239656306,0.422459750064571,0.577553944993005,0.714906966688595,0.422459750064571,0.577553944993005,0.714906966688595,0.00178420310479854,0.0008916180270373,0.0107527999128396,0.279998000000006,0.535659562132237,33.759998,33.48,0.491016930310621,0.485984413853451,-0.59815442692376,-0.0682634979025423,-0.105616981791936,0.581967098461217,29.7824613953747,38.9203761347653,45.9806269641175,-0.00237403044985198,0.00857750750814652,0.0109953161417975,0.0100375355887837,61,0.527354925717201,0.499955951529087,77.7644975660589,72.077287089227,48,0,13.9354838709677,0.437213806422744,1.28093384546206,89,119.95652173913,0.198308310301575,-0.253676813441483,0,0,0,0
